address,account_number,bill_date,billing_period_start,billing_period_end,fresh_water_usage,waste_water_usage,fresh_water_rate,fresh_water_fixed_charge,waste_water_rate,waste_water_fixed_charge,latest_charges
"Studio 89, Evans summit, North Stephanie, TQ31 4JR",CUST0065,04-07-2021,03-01-2021,04-07-2021,72,72,2.47,31.0,1.54,65.0,385.72
"Flat 11, Dyer park, Johnstonmouth, B0 0EE",CUST0066,02-07-2018,01-01-2018,02-07-2018,119,119,2.47,31.0,1.54,65.0,577.08
"Flat 11, Dyer park, Johnstonmouth, B0 0EE",CUST0066,01-01-2019,03-07-2018,01-01-2019,61,61,2.47,31.0,1.54,65.0,344.02
"Flatt 11, Dyer park, Johnstonmouth, B0 0EE",CUST0066,03-07-2019,02-01-2019,03-07-2019,82,82,2.47,31.0,1.54,65.0,427.07
"Flat 11, Dyer park, Johnstonmouth, B0 0EE",CUST0066,02-01-2020,04-07-2019,02-01-2020,115,115,2.47,31.0,1.54,65.0,557.35
"Flat 51, Dale key, Lake Paulineland, G8J 0PW",CUST0067,02-07-2018,01-01-2018,02-07-2018,77,77,2.47,31.0,1.54,65.0,408.1
"Flat 51, Dale key, Lake Paulineland, G8J 0PW",CUST0067,01-01-2019,03-07-2018,01-01-2019,102,102,2.47,31.0,1.54,65.0,506.5
"Flat 51, Dale key, Lake Paulineland, G8J 0PW",CUST0067,03-07-2019,02-01-2019,03-07-2019,110,110,2.47,31.0,1.54,65.0,537.5
"Flat 51, Dale key, Lake Paulineland, G8J 0PW",CUST0067,02-01-2020,04-07-2019,02-01-2020,69,69,2.47,31.0,1.54,65.0,375.02
"Flat 51, Dale key, Lake Paulineland, G8J 0PW",CUST0067,03-07-2020,03-01-2020,03-07-2020,79,79,2.47,31.0,1.54,65.0,413.63
"Flat 51, Dale key, Lake Paulineland, G8J 0PW",CUST0067,02-01-2021,04-07-2020,02-01-2021,82,82,2.47,31.0,1.54,65.0,428.11
"Flat 51, Dale key, Lake Paulineland, G8J 0PW",CUST0067,04-07-2021,03-01-2021,04-07-2021,82,82,2.47,31.0,1.54,65.0,428.51
"Flat 51, Dale key, Lake Paulineland, G8J 0PW",CUST0067,03-01-2022,05-07-2021,03-01-2022,100,100,2.47,31.0,1.54,65.0,499.49
"312 Jean trail, Maureenview, RG1A 2XU",CUST0068,02-07-2018,01-01-2018,02-07-2018,75,75,2.47,31.0,1.54,65.0,399.44
"312 Jean trail, Maureenview, RG1A 2XU",CUST0068,01-01-2019,03-07-2018,01-01-2019,74,74,2.47,31.0,1.54,65.0,396.59
"312 Jean trail, Maureenview, RG1A 2XU",CUST0068,03-07-2019,02-01-2019,03-07-2019,97,97,2.47,31.0,1.54,65.0,486.65
"312 Jean trail, Maureenview, RG1A 2XU",CUST0068,02-01-2020,04-07-2019,02-01-2020,115,115,2.47,31.0,1.54,65.0,558.59
"312 Jean trail, Maureenview, RG1A 2XU",CUST0068,03-07-2020,03-01-2020,03-07-2020,81,81,2.47,31.0,1.54,65.0,421.21
"312 Jean trail, Maureenview, RG1A 2XU",CUST0068,02-01-2021,04-07-2020,02-01-2021,99,99,2.47,31.0,1.54,65.0,494.27
"312 Jean trail, Maureenview, RG1A 2XU",CUST0068,04-07-2021,03-01-2021,04-07-2021,138,138,2.47,31.0,1.54,65.0,652.99
"Studio 9, Williamson manor, Douglasberg, B10 6WY",CUST0069,02-07-2018,01-01-2018,02-07-2018,90,90,2.47,31.0,1.54,65.0,457.82
"Studio 9, Williamson manor, Douglasberg, B10 6WY",CUST0069,01-01-2019,03-07-2018,01-01-2019,85,85,2.47,31.0,1.54,65.0,439.5
"Studio 9, Williamson manor, Douglasberg, B10 6WY",CUST0069,03-07-2019,02-01-2019,03-07-2019,72,72,2.47,31.0,1.54,65.0,388.05
"302 Cartwright fall, North Ashleighview, B0E 1LW",CUST0070,02-07-2018,01-01-2018,02-07-2018,109,109,2.47,31.0,1.54,65.0,533.53
"302 Cartwright fall, North Ashleighview, B0E 1LW",CUST0070,01-01-2019,03-07-2018,01-01-2019,71,71,2.47,31.0,1.54,65.0,383.48
"302 Cartwright fall, North Ashleighview, B0E 1LW",CUST0070,03-07-2019,02-01-2019,03-07-2019,114,114,2.47,31.0,1.54,65.0,556.15
"302 Cartwright fall, North Ashleighview, B0E 1LW",CUST0070,02-01-2020,04-07-2019,02-01-2020,134,134,2.47,31.0,1.54,65.0,634.42
"423 Simpson ports, Smithchester, W4 4HN",CUST0071,02-07-2018,01-01-2018,02-07-2018,69,69,2.47,31.0,1.54,65.0,373.57
"423 Simpson ports, Smithchester, W4 4HN",CUST0071,01-01-2019,03-07-2018,01-01-2019,114,114,2.47,31.0,1.54,65.0,555.59
"423 Simpson ports, Smithchester, W4 4HN",CUST0071,03-07-2019,02-01-2019,03-07-2019,83,83,2.47,31.0,1.54,65.0,431.12
"423 Simpson ports, Smithchester, W4 4HN",CUST0071,02-01-2020,04-07-2019,02-01-2020,86,86,2.47,31.0,1.54,65.0,444.83
"3 Williams drive, Kentport, DL6 0TH",CUST0072,02-07-2018,01-01-2018,02-07-2018,109,109,2.47,31.0,1.54,65.0,534.57
"3 Williams drive, Kentport, DL6 0TH",CUST0072,01-01-2019,03-07-2018,01-01-2019,78,78,2.47,31.0,1.54,65.0,411.67
"3 Williams drive, Kentport, DL6 0TH",CUST0072,03-07-2019,02-01-2019,03-07-2019,60,60,2.47,31.0,1.54,65.0,338.12
"Flat 55Z, Day lights, Westonstad, PA0P 3TH",CUST0073,02-07-2018,01-01-2018,02-07-2018,102,105,2.47,31.0,1.54,65.0,507.71
"Flat 55Z, Day lights, Westonstad, PA0P 3TH",CUST0073,01-01-2019,03-07-2018,01-01-2019,122,125,2.47,31.0,1.54,65.0,606.04
"Flat 55Z, Day lights, Westonstad, PA0P 3TH",CUST0073,03-07-2019,02-01-2019,03-07-2019,136,136,2.47,31.0,1.54,65.0,644.61
"Flat 55Z, Day lights, Westonstad, PA0P 3TH",CUST0073,02-01-2020,04-07-2019,02-01-2020,109,109,2.47,31.0,1.54,65.0,534.49
"Studio 24, Whitehouse road, East Martyn, S5 5WD",CUST0074,02-07-2018,01-01-2018,02-07-2018,99,99,2.47,31.0,1.54,65.0,493.27
"Studio 24, Whitehouse road, East Martyn, S5 5WD",CUST0074,01-01-2019,03-07-2018,01-01-2019,87,87,2.47,31.0,1.54,65.0,445.83
"Studio 24, Whitehouse road, East Martyn, S5 5WD",CUST0074,03-07-2019,02-01-2019,03-07-2019,110,110,2.47,31.0,1.54,65.0,538.18
"Studio 24, Whitehouse road, East Martyn, S5 5WD",CUST0074,02-01-2020,04-07-2019,02-01-2020,103,103,2.47,31.0,1.54,65.0,509.83
"Studio 24, Whitehouse road, East Martyn, S5 5WD",CUST0074,03-07-2020,03-01-2020,03-07-2020,124,124,2.47,31.0,1.54,65.0,595.25
"0 Parker summit, New Geoffrey, B56 8UH",CUST0075,02-07-2018,01-01-2018,02-07-2018,136,136,2.47,31.0,1.54,65.0,642.4
"0 Parker summit, New Geoffrey, B56 8UH",CUST0075,01-01-2019,03-07-2018,01-01-2019,63,63,2.47,31.0,1.54,65.0,366.82
"0 Parker summit, New Geoffrey, B56 8UH",CUST0075,03-07-2019,02-01-2019,03-07-2019,129,129,2.47,31.0,1.54,65.0,613.73
"347 Nicole trafficway, Nolanton, BL2 1LW",CUST0076,02-07-2018,01-01-2018,02-07-2018,66,66,2.47,31.0,1.54,65.0,362.3
"347 Nicole trafficway, Nolanton, BL2 1LW",CUST0076,01-01-2019,03-07-2018,01-01-2019,117,117,2.47,31.0,1.54,65.0,566.05
"347 Nicole trafficway, Nolanton, BL2 1LW",CUST0076,03-07-2019,02-01-2019,03-07-2019,109,109,2.47,31.0,1.54,65.0,535.34
"347 Nicole trafficway, Nolanton, BL2 1LW",CUST0076,02-01-2020,04-07-2019,02-01-2020,136,137,2.47,31.0,1.54,65.0,642.68
"347 Nicole trafficway, Nolanton, BL2 1LW",CUST0076,03-07-2020,03-01-2020,03-07-2020,121,121,2.47,31.0,1.54,65.0,584.54
"347 Nicole trafficway, Nolanton, BL2 1LW",CUST0076,02-01-2021,04-07-2020,02-01-2021,80,80,2.47,31.0,1.54,65.0,417.84
"347 Nicole trafficway, Nolanton, BL2 1LW",CUST0076,04-07-2021,03-01-2021,04-07-2021,68,68,2.47,31.0,1.54,65.0,377.94
"Studio 7, Warren neck, West Lisa, HX00 8UB",CUST0077,02-07-2018,01-01-2018,02-07-2018,80,80,2.47,31.0,1.54,65.0,417.16
"Studio 7, Warren neck, West Lisa, HX00 8UB",CUST0077,01-01-2019,03-07-2018,01-01-2019,121,121,2.47,31.0,1.54,65.0,583.82
"Studio 7, Warren neck, West Lisa, HX00 8UB",CUST0077,03-07-2019,02-01-2019,03-07-2019,125,125,2.47,31.0,1.54,65.0,601.02
"Studio 7, Warren neck, West Lisa, HX00 8UB",CUST0077,02-01-2020,04-07-2019,02-01-2020,79,79,2.47,31.0,1.54,65.0,414.96
"Studio 7, Warren neck, West Lisa, HX00 8UB",CUST0077,03-07-2020,03-01-2020,03-07-2020,68,68,2.47,31.0,1.54,65.0,371.61
"Flat 78, David vista, North Garyport, SN82 7TX",CUST0078,02-07-2018,01-01-2018,02-07-2018,121,126,2.47,31.0,1.54,65.0,584.34
"Flat 78, David vista, North Garyport, SN82 7TX",CUST0078,01-01-2019,03-07-2018,01-01-2019,125,125,2.47,31.0,1.54,65.0,597.69
"Flat 78, David vista, North Garyport, SN82 7TX",CUST0078,03-07-2019,02-01-2019,03-07-2019,130,132,2.47,31.0,1.54,65.0,618.26
"Flat 78, David vista, North Garyport, SN82 7TX",CUST0078,02-01-2020,04-07-2019,02-01-2020,95,95,2.47,31.0,1.54,65.0,478.31
"1 Graham land, Ruthfort, BA4 9XR",CUST0079,02-07-2018,01-01-2018,02-07-2018,116,116,2.47,31.0,1.54,65.0,562.24
"1 Graham land, Ruthfort, BA4 9XR",CUST0079,01-01-2019,03-07-2018,01-01-2019,134,134,2.47,31.0,1.54,65.0,636.11
"1 Graham land, Ruthfort, BA4 9XR",CUST0079,03-07-2019,02-01-2019,03-07-2019,104,104,2.47,31.0,1.54,65.0,513.04
"Studio 78, Thomas loaf, East Sylviaborough, TA4 5FR",CUST0080,02-07-2018,01-01-2018,02-07-2018,81,81,2.47,31.0,1.54,65.0,423.06
"Studio 78, Thomas loaf, East Sylviaborough, TA4 5FR",CUST0080,01-01-2019,03-07-2018,01-01-2019,63,63,2.47,31.0,1.54,65.0,351.08
"Studio 78, Thomas loaf, East Sylviaborough, TA4 5FR",CUST0080,03-07-2019,02-01-2019,03-07-2019,60,60,2.47,31.0,1.54,65.0,337.12
"Studio 78, Thomas loaf, East Sylviaborough, TA4 5FR",CUST0080,02-01-2020,04-07-2019,02-01-2020,117,117,2.47,31.0,1.54,65.0,566.01
"913 Carroll meadow, Ireneton, M83 0ET",CUST0081,02-07-2018,01-01-2018,02-07-2018,78,78,2.47,31.0,1.54,65.0,409.86
"913 Carroll meadow, Ireneton, M83 0ET",CUST0081,01-01-2019,03-07-2018,01-01-2019,67,67,2.47,31.0,1.54,65.0,365.19
"913 Carroll meadow, Ireneton, M83 0ET",CUST0081,03-07-2019,02-01-2019,03-07-2019,69,69,2.47,31.0,1.54,65.0,376.66
"913 Carroll meadow, Ireneton, M83 0ET",CUST0081,02-01-2020,04-07-2019,02-01-2020,93,93,2.47,31.0,1.54,65.0,469.25
"913 Carroll meadow, Ireneton, M83 0ET",CUST0081,03-07-2020,03-01-2020,03-07-2020,112,112,2.47,31.0,1.54,65.0,547.85
"913 Carroll meadow, Ireneton, M83 0ET",CUST0081,02-01-2021,04-07-2020,02-01-2021,62,62,2.47,31.0,1.54,65.0,345.5
"913 Carroll meadow, Ireneton, M83 0ET",CUST0081,04-07-2021,03-01-2021,04-07-2021,68,68,2.47,31.0,1.54,65.0,369.36
"913 Carroll meadow, Ireneton, M83 0ET",CUST0081,03-01-2022,05-07-2021,03-01-2022,77,77,2.47,31.0,1.54,65.0,408.18
"Studio 7, Pearson harbor, Mohamedside, S8W 0NG",CUST0082,02-07-2018,01-01-2018,02-07-2018,115,115,2.47,31.0,1.54,65.0,564.54
"Studio 7, Pearson harbor, Mohamedside, S8W 0NG",CUST0082,01-01-2019,03-07-2018,01-01-2019,88,91,2.47,31.0,1.54,65.0,449.76
"Studio 7, Pearson harbor, Mohamedside, S8W 0NG",CUST0082,03-07-2019,02-01-2019,03-07-2019,73,73,2.47,31.0,1.54,65.0,390.78
"Studio 7, Pearson harbor, Mohamedside, S8W 0NG",CUST0082,02-01-2020,04-07-2019,02-01-2020,121,121,2.47,31.0,1.54,65.0,583.22
"Studio 7, Pearson harbor, Mohamedside, S8W 0NG",CUST0082,03-07-2020,03-01-2020,03-07-2020,116,116,2.47,31.0,1.54,65.0,563.04
"Studio 7, Pearson harbor, Mohamedside, S8W 0NG",CUST0082,02-01-2021,04-07-2020,02-01-2021,114,114,2.47,31.0,1.54,65.0,555.19
"Studio 7, Pearson harbor, Mohamedside, S8W 0NG",CUST0082,04-07-2021,03-01-2021,04-07-2021,97,97,2.47,31.0,1.54,65.0,488.58
"Studio 83I, Saunders burgs, New Susan, M3U 4BP",CUST0083,02-07-2018,01-01-2018,02-07-2018,130,130,2.47,31.0,1.54,65.0,617.54
"Studio 83I, Saunders burgs, New Susan, M3U 4BP",CUST0083,01-01-2019,03-07-2018,01-01-2019,137,137,2.47,31.0,1.54,65.0,646.73
"Studio 83I, Saunders burgs, New Susan, M3U 4BP",CUST0083,03-07-2019,02-01-2019,03-07-2019,109,109,2.47,31.0,1.54,65.0,535.05
"Studio 83I, Saunders burgs, New Susan, M3U 4BP",CUST0083,02-01-2020,04-07-2019,02-01-2020,93,93,2.47,31.0,1.54,65.0,470.53
"Studio 83I, Saunders burgs, New Susan, M3U 4BP",CUST0083,03-07-2020,03-01-2020,03-07-2020,84,84,2.47,31.0,1.54,65.0,433.2
"Studio 91r, Hall forges, Rogersland, M6H 7NZ",CUST0084,02-07-2018,01-01-2018,02-07-2018,122,122,2.47,31.0,1.54,65.0,586.34
"Studio 91r, Hall forges, Rogersland, M6H 7NZ",CUST0084,01-01-2019,03-07-2018,01-01-2019,79,79,2.47,31.0,1.54,65.0,415.96
"Studio 91r, Hall forges, Rogersland, M6H 7NZ",CUST0084,03-07-2019,02-01-2019,03-07-2019,128,128,2.47,31.0,1.54,65.0,612.61
"Studio 91r, Hall forges, Rogersland, M6H 7NZ",CUST0084,02-01-2020,04-07-2019,02-01-2020,127,127,2.47,31.0,1.54,65.0,605.71
"Studio 91r, Hall forges, Rogersland, M6H 7NZ",CUST0084,03-07-2020,03-01-2020,03-07-2020,116,116,2.47,31.0,1.54,65.0,563.45
"Studio 91r, Hall forges, Rogersland, M6H 7NZ",CUST0084,02-01-2021,04-07-2020,02-01-2021,101,101,2.47,31.0,1.54,65.0,504.78
"Studio 91r, Hall forges, Rogersland, M6H 7NZ",CUST0084,04-07-2021,03-01-2021,04-07-2021,109,109,2.47,31.0,1.54,65.0,534.73
"Flat 68Z, Grace burgs, Stoneburgh, M73 7EF",CUST0085,02-07-2018,01-01-2018,02-07-2018,66,66,2.47,31.0,1.54,65.0,374.18
"Flat 68Z, Grace burgs, Stoneburgh, M73 7EF",CUST0085,01-01-2019,03-07-2018,01-01-2019,105,105,2.47,31.0,1.54,65.0,534.91
"Flat 68Z, Grace burgs, Stoneburgh, M73 7EF",CUST0085,03-07-2019,02-01-2019,03-07-2019,67,67,2.47,31.0,1.54,65.0,365.27
"Studio 99o, Terence land, Lake Reece, G5D 5GX",CUST0086,02-07-2018,01-01-2018,02-07-2018,77,77,2.47,31.0,1.54,65.0,408.66
"Studio 99o, Terence land, Lake Reece, G5D 5GX",CUST0086,01-01-2019,03-07-2018,01-01-2019,136,136,2.47,31.0,1.54,65.0,641.72
"Studio 99o, Terence land, Lake Reece, G5D 5GX",CUST0086,03-07-2019,02-01-2019,03-07-2019,127,127,2.47,31.0,1.54,65.0,606.79
"Studio 99o, Terence land, Lake Reece, G5D 5GX",CUST0086,02-01-2020,04-07-2019,02-01-2020,102,102,2.47,31.0,1.54,65.0,507.83
"Flat 47, Holloway heights, South Frankville, E5C 7BN",CUST0087,02-07-2018,01-01-2018,02-07-2018,114,114,2.47,31.0,1.54,65.0,553.58
"Flat 47, Holloway heights, South Frankville, E5C 7BN",CUST0087,01-01-2019,03-07-2018,01-01-2019,121,121,2.47,31.0,1.54,65.0,583.74
"Flat 47, Holloway heights, South Frankville, E5C 7BN",CUST0087,03-07-2019,02-01-2019,03-07-2019,97,97,2.47,31.0,1.54,65.0,488.9
"Flat 47, Holloway heights, South Frankville, E5C 7BN",CUST0087,02-01-2020,04-07-2019,02-01-2020,124,124,2.47,31.0,1.54,65.0,593.52
"4 Smith harbors, Wrightstad, CA3 6GT",CUST0088,02-07-2018,01-01-2018,02-07-2018,93,93,2.47,31.0,1.54,65.0,470.33
"4 Smith harbors, Wrightstad, CA3 6GT",CUST0088,01-01-2019,03-07-2018,01-01-2019,73,73,2.47,31.0,1.54,65.0,397.23
"4 Smith harbors, Wrightstad, CA3 6GT",CUST0088,03-07-2019,02-01-2019,03-07-2019,139,139,2.47,31.0,1.54,65.0,654.63
"4 Smith harbors, Wrightstad, CA3 6GT",CUST0088,02-01-2020,04-07-2019,02-01-2020,102,102,2.47,31.0,1.54,65.0,505.74
"4 Smith harbors, Wrightstad, CA3 6GT",CUST0088,03-07-2020,03-01-2020,03-07-2020,85,85,2.47,31.0,1.54,65.0,439.54
"4 Smith harbors, Wrightstad, CA3 6GT",CUST0088,02-01-2021,04-07-2020,02-01-2021,97,97,2.47,31.0,1.54,65.0,486.89
"4 Smith harbors, Wrightstad, CA3 6GT",CUST0088,04-07-2021,03-01-2021,04-07-2021,76,76,2.47,31.0,1.54,65.0,403.61
"4 Smith harbors, Wrightstad, CA3 6GT",CUST0088,03-01-2022,05-07-2021,03-01-2022,122,122,2.47,31.0,1.54,65.0,586.22
"Studio 0, Begum hill, Port Lesleymouth, G5J 2UB",CUST0089,02-07-2018,01-01-2018,02-07-2018,64,64,2.47,31.0,1.54,65.0,353.08
"Studio 0, Begum hill, Port Lesleymouth, G5J 2UB",CUST0089,01-01-2019,03-07-2018,01-01-2019,123,123,2.47,31.0,1.54,65.0,590.71
"Studio 0, Begum hill, Port Lesleymouth, G5J 2UB",CUST0089,03-07-2019,02-01-2019,03-07-2019,120,120,2.47,31.0,1.54,65.0,580.17
"Studio 0, Begum hill, Port Lesleymouth, G5J 2UB",CUST0089,02-01-2020,04-07-2019,02-01-2020,103,103,2.47,31.0,1.54,65.0,512.12
"117 Wilson hollow, Annemouth, B4 3XB",CUST0090,02-07-2018,01-01-2018,02-07-2018,103,103,2.47,31.0,1.54,65.0,509.87
"117 Wilson hollow, Annemouth, B4 3XB",CUST0090,01-01-2019,03-07-2018,01-01-2019,105,105,2.47,31.0,1.54,65.0,530.45
"117 Wilson hollow, Annemouth, B4 3XB",CUST0090,03-07-2019,02-01-2019,03-07-2019,90,90,2.47,31.0,1.54,65.0,459.27
"117 Wilson hollow, Annemouth, B4 3XB",CUST0090,02-01-2020,04-07-2019,02-01-2020,79,79,2.47,31.0,1.54,65.0,416.16
"117 Wilson hollow, Annemouth, B4 3XB",CUST0090,03-07-2020,03-01-2020,03-07-2020,71,71,2.47,31.0,1.54,65.0,384.56
"117 Wilson hollow, Annemouth, B4 3XB",CUST0090,02-01-2021,04-07-2020,02-01-2021,60,60,2.47,31.0,1.54,65.0,337.0
"117 Wilson hollow, Annemouth, B4 3XB",CUST0090,04-07-2021,03-01-2021,04-07-2021,60,60,2.47,31.0,1.54,65.0,338.97
"032 Williams green, Rogershaven, DE26 3UD",CUST0091,02-07-2018,01-01-2018,02-07-2018,85,85,2.47,31.0,1.54,65.0,437.65
"032 Williams green, Rogershaven, DE26 3UD",CUST0091,01-01-2019,03-07-2018,01-01-2019,62,62,2.47,31.0,1.54,65.0,346.79
"032 Williams green, Rogershaven, DE26 3UD",CUST0091,03-07-2019,02-01-2019,03-07-2019,134,134,2.47,31.0,1.54,65.0,634.02
"032 Williams green, Rogershaven, DE26 3UD",CUST0091,02-01-2020,04-07-2019,02-01-2020,131,131,2.47,31.0,1.54,65.0,624.68
"032 Williams green, Rogershaven, DE26 3UD",CUST0091,03-07-2020,03-01-2020,03-07-2020,65,65,2.47,31.0,1.54,65.0,359.38
"032 Williams green, Rogershaven, DE26 3UD",CUST0091,02-01-2021,04-07-2020,02-01-2021,96,96,2.47,31.0,1.54,65.0,481.56
"032 Williams green, Rogershaven, DE26 3UD",CUST0091,04-07-2021,03-01-2021,04-07-2021,100,100,2.47,31.0,1.54,65.0,497.28
"Studio 57, Dyer light, South Stephaniemouth, AL69 0YY",CUST0092,02-07-2018,01-01-2018,02-07-2018,65,65,2.47,31.0,1.54,65.0,364.94
"Studio 57, Dyer light, South Stephaniemouth, AL69 0YY",CUST0092,01-01-2019,03-07-2018,01-01-2019,122,122,2.47,31.0,1.54,65.0,585.66
"Studio 57, Dyer light, South Stephaniemouth, AL69 0YY",CUST0092,03-07-2019,02-01-2019,03-07-2019,89,89,2.47,31.0,1.54,65.0,453.93
"Studio 57, Dyer light, South Stephaniemouth, AL69 0YY",CUST0092,02-01-2020,04-07-2019,02-01-2020,120,120,2.47,31.0,1.54,65.0,577.32
"Studio 57, Dyer light, South Stephaniemouth, AL69 0YY",CUST0092,03-07-2020,03-01-2020,03-07-2020,124,124,2.47,31.0,1.54,65.0,597.13
"Studio 57, Dyer light, South Stephaniemouth, AL69 0YY",CUST0092,02-01-2021,04-07-2020,02-01-2021,74,74,2.47,31.0,1.54,65.0,392.74
"Studio 57, Dyer light, South Stephaniemouth, AL69 0YY",CUST0092,04-07-2021,03-01-2021,04-07-2021,84,84,2.47,31.0,1.54,65.0,435.25
"Studio 57, Dyer light, South Stephaniemouth, AL69 0YY",CUST0092,03-01-2022,05-07-2021,03-01-2022,106,106,2.47,31.0,1.54,65.0,521.98
"08 Perkins expressway, East Grace, E9D 2WX",CUST0093,02-07-2018,01-01-2018,02-07-2018,71,71,2.47,31.0,1.54,65.0,383.24
"08 Perkins expressway, East Grace, E9D 2WX",CUST0093,01-01-2019,03-07-2018,01-01-2019,119,119,2.47,31.0,1.54,65.0,576.04
"08 Perkins expressway, East Grace, E9D 2WX",CUST0093,03-07-2019,02-01-2019,03-07-2019,127,127,2.47,31.0,1.54,65.0,606.23
"08 Perkins expressway, East Grace, E9D 2WX",CUST0093,02-01-2020,04-07-2019,02-01-2020,61,61,2.47,31.0,1.54,65.0,341.77
"08 Perkins expressway, East Grace, E9D 2WX",CUST0093,03-07-2020,03-01-2020,03-07-2020,61,61,2.47,31.0,1.54,65.0,341.13
"08 Perkins expressway, East Grace, E9D 2WX",CUST0093,02-01-2021,04-07-2020,02-01-2021,64,64,2.47,31.0,1.54,65.0,355.25
"Studio 82a, Damian courts, South Glenbury, B8E 6PX",CUST0094,02-07-2018,01-01-2018,02-07-2018,112,112,2.47,31.0,1.54,65.0,545.6
"Studio 82a, Damian courts, South Glenbury, B8E 6PX",CUST0094,01-01-2019,03-07-2018,01-01-2019,68,68,2.47,31.0,1.54,65.0,371.37
"Studio 82a, Damian courts, South Glenbury, B8E 6PX",CUST0094,03-07-2019,02-01-2019,03-07-2019,91,91,2.47,31.0,1.54,65.0,464.24
"Studio 82a, Damian courts, South Glenbury, B8E 6PX",CUST0094,02-01-2020,04-07-2019,02-01-2020,89,89,2.47,31.0,1.54,65.0,454.09
"Studio 82a, Damian courts, South Glenbury, B8E 6PX",CUST0094,03-07-2020,03-01-2020,03-07-2020,93,93,2.47,31.0,1.54,65.0,472.42
"Studio 82a, Damian courts, South Glenbury, B8E 6PX",CUST0094,02-01-2021,04-07-2020,02-01-2021,110,110,2.47,31.0,1.54,65.0,537.1
"Studio 82a, Damian courts, South Glenbury, B8E 6PX",CUST0094,04-07-2021,03-01-2021,04-07-2021,72,72,2.47,31.0,1.54,65.0,385.84
"Studio 82a, Damian courts, South Glenbury, B8E 6PX",CUST0094,03-01-2022,05-07-2021,03-01-2022,133,133,2.47,31.0,1.54,65.0,630.97
"9 Anthony junctions, Port Paigeland, HU78 4WE",CUST0095,02-07-2018,01-01-2018,02-07-2018,64,64,2.47,31.0,1.54,65.0,355.09
"9 Anthony junctions, Port Paigeland, HU78 4WE",CUST0095,01-01-2019,03-07-2018,01-01-2019,97,97,2.47,31.0,1.54,65.0,488.94
"9 Anthony junctions, Port Paigeland, HU78 4WE",CUST0095,03-07-2019,02-01-2019,03-07-2019,96,96,2.47,31.0,1.54,65.0,481.68
"9 Anthony junctions, Port Paigeland, HU78 4WE",CUST0095,02-01-2020,04-07-2019,02-01-2020,113,113,2.47,31.0,1.54,65.0,551.62
"9 Anthony junctions, Port Paigeland, HU78 4WE",CUST0095,03-07-2020,03-01-2020,03-07-2020,125,125,2.47,31.0,1.54,65.0,599.58
"9 Anthony junctions, Port Paigeland, HU78 4WE",CUST0095,02-01-2021,04-07-2020,02-01-2021,110,110,2.47,31.0,1.54,65.0,540.31
"Studio 39, Gerald shoals, Gavinchester, W6H 4XG",CUST0096,02-07-2018,01-01-2018,02-07-2018,68,68,2.47,31.0,1.54,65.0,371.05
"Studio 39, Gerald shoals, Gavinchester, W6H 4XG",CUST0096,01-01-2019,03-07-2018,01-01-2019,68,68,2.47,31.0,1.54,65.0,369.92
"Studio 39, Gerald shoals, Gavinchester, W6H 4XG",CUST0096,03-07-2019,02-01-2019,03-07-2019,93,93,2.47,31.0,1.54,65.0,470.81
"Studio 39, Gerald shoals, Gavinchester, W6H 4XG",CUST0096,02-01-2020,04-07-2019,02-01-2020,100,100,2.47,31.0,1.54,65.0,500.77
"Studio 03g, Amelia viaduct, South Jeffreyton, S5 3UB",CUST0097,02-07-2018,01-01-2018,02-07-2018,91,91,2.47,31.0,1.54,65.0,461.27
"Studio 03g, Amelia viaduct, South Jeffreyton, S5 3UB",CUST0097,01-01-2019,03-07-2018,01-01-2019,97,101,2.47,31.0,1.54,65.0,487.54
"Studio 03g, Amelia viaduct, South Jeffreyton, S5 3UB",CUST0097,03-07-2019,02-01-2019,03-07-2019,111,111,2.47,31.0,1.54,65.0,544.44
"Studio 03g, Amelia viaduct, South Jeffreyton, S5 3UB",CUST0097,02-01-2020,04-07-2019,02-01-2020,97,97,2.47,31.0,1.54,65.0,487.02
"Studio 03g, Amelia viaduct, South Jeffreyton, S5 3UB",CUST0097,03-07-2020,03-01-2020,03-07-2020,139,139,2.47,31.0,1.54,65.0,654.51
"Studio 03g, Amelia viaduct, South Jeffreyton, S5 3UB",CUST0097,02-01-2021,04-07-2020,02-01-2021,93,93,2.47,31.0,1.54,65.0,469.45
"Studio 03g, Amelia viaduct, South Jeffreyton, S5 3UB",CUST0097,04-07-2021,03-01-2021,04-07-2021,77,77,2.47,31.0,1.54,65.0,407.7
"Flat 7, White manor, East Brian, W7 5JQ",CUST0098,02-07-2018,01-01-2018,02-07-2018,135,135,2.47,31.0,1.54,65.0,639.15
"Flat 7, White manor, East Brian, W7 5JQ",CUST0098,01-01-2019,03-07-2018,01-01-2019,65,65,2.47,31.0,1.54,65.0,358.49
"Flat 7, White manor, East Brian, W7 5JQ",CUST0098,03-07-2019,02-01-2019,03-07-2019,128,128,2.47,31.0,1.54,65.0,610.04
"Flat 7, White manor, East Brian, W7 5JQ",CUST0098,02-01-2020,04-07-2019,02-01-2020,62,62,2.47,31.0,1.54,65.0,345.58
"976 Russell mill, Royville, SS6 5GY",CUST0099,02-07-2018,01-01-2018,02-07-2018,87,87,2.47,31.0,1.54,65.0,448.6
